排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
249,2489,瑞軒,TWSE,光電業,等待轉強,47.9,93.8,32.15,32.15,23.43,12.6,1.07,40.71,197.42,0.15,32.29,1.66,3.41,3,0,-3,8,8,45,0,5372,8234,4564,-8799,0,6,5,43,1,2,192900,-253,-728,5.13,389,3574,6583,-7185,5676,8481,5287,-7020,26.97,-19.24,-16.28,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
250,2472,立隆電,TWSE,電子零組件業,等待轉強,47.7,100,288,288,36.2,18.17,18.68,21.92,353.68,1.6,36.99,5.48,1.09,9,-31,-144,-139,-141,60,-334,1729,4353,5244,10769,-313,-1114,383,8781,1,4,-320832000,-120,-360,8.03,-79,1809,1735,1872,2097,5588,5224,2315,38.62,-19.39,-23.4,中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
251,3592,瑞鼎,TWSE,半導體業,等待轉強,47.7,100,232,232,18.59,4.99,5.28,44.86,200.84,3.82,15.38,1.74,5.93,9,-218,-267,-5,220,477,-460,-115,-722,-82,-1359,-218,-5,-55,467,2,3,-1160000,-43,-42,13.34,-63,-218,141,-1350,99,-675,16,-1851,30.14,-11.63,-14.86,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
252,6239,力成,TWSE,半導體業,等待轉強,47.6,100,288,288,21.71,32.41,12.95,41.87,192.9,2.5,37.68,4.01,1.42,23,-1238,-2170,-1611,-7676,-20557,161,-4724,-5426,-996,-13154,-957,-1749,-7652,-20461,3,2,-503712000,-1402,-1786,37.64,1435,2911,11822,10890,-3742,-2275,8444,13625,39.51,-9.94,-10,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
253,6155,鈞寶,TWSE,電子零組件業,觀察,47.6,72,60.2,60.2,47.94,19.79,7.21,24.97,198.5,0.18,133.6,3.66,1.2,1,31,31,31,31,31,0,465,978,1188,941,31,31,31,31,1,0,1866200,32,44,8.91,-255,524,264,-1065,411,915,1112,872,,,,
254,2375,凱美,TWSE,電子零組件業,等待轉強,47.5,100,148.5,148.5,18.39,8.62,6.01,33.33,175.11,0.78,50,1.79,0.73,2,46,46,46,46,46,0,2184,4675,215,-3875,46,46,46,46,1,0,6831000,-227,-279,11.89,241,847,-1016,-643,2150,4855,447,-3221,35.98,-19.07,-21.22,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
255,6449,鈺邦,TWSE,電子零組件業,觀察,47.5,72,254,254,23.29,22.31,19.21,41.31,128.28,2.11,36.15,4.45,1.51,1,44,44,44,44,44,0,754,921,1271,1751,44,44,-130,-264,1,0,11176000,-65,-50,6.01,260,-52,1118,532,720,940,1448,2075,,,,
256,2374,佳能,TWSE,光電業,等待轉強,47.4,100,67.7,67.7,18.97,51.37,9.09,31.36,189.9,0.73,25.9,2.72,2.78,1,0,0,0,0,0,0,-492,-1371,-977,-1967,0,-2,-4,-3,0,2,-135400,-358,-629,4.63,-318,-391,1225,-466,-337,-1012,-345,-1129,34.42,-8.83,-9.73,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
257,2402,毅嘉,TWSE,電子零組件業,等待轉強,47.4,100,58.5,58.5,21.7,16.07,2.87,55.67,145.67,0.07,32.46,2.74,3.16,2,21,40,40,40,40,40,-984,-1251,-3584,-4205,21,40,40,40,2,0,2340000,-367,-615,4.93,-402,-899,-2962,-7903,-785,-924,-3009,-3190,33.63,-9.9,-9.16,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
258,6672,騰輝電子-KY,TWSE,電子零組件業,等待轉強,47.4,100,241,241,68.12,34.55,11.67,42.48,319.89,1.73,48.37,5.15,1.25,1,-4,-6,-6,-8,-14,0,-1239,-1887,-2062,4002,-4,-6,-8,-14,0,2,-1446000,-194,-254,25.9,123,-239,-1280,5281,-1184,-1689,-1801,4116,41.81,-10.85,-19.13,ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
259,2495,普安,TWSE,電腦及週邊設備業,等待轉強,47.1,100,39.4,39.4,40.29,43.44,12.57,37.27,246.88,0.33,37.7,2.49,1.88,2,0,0,0,-1,11,0,242,-8234,-414,-4096,0,0,-1,11,0,0,0,-349,-304,6.46,-750,-2554,-1535,-1913,324,-7885,-110,-3899,30.29,-17.72,-24.95,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
260,3406,玉晶光,TWSE,光電業,等待轉強,47.1,100,519,519,4.51,17.17,19.55,41.75,231.81,7.9,16.88,2.4,3.05,7,3,-98,-95,-111,-1560,0,322,-193,-842,-2455,3,-240,42,-1392,3,2,-124560000,-161,-399,42.19,209,-259,-1021,-1902,363,208,-486,-827,30.51,-16.17,-15.75,中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
261,3037,欣興,TWSE,電子零組件業,等待轉強,47,100,794,794,36.31,28.42,7.36,56.18,132.43,3.28,129.71,12.35,0.22,46,699,1643,3120,3116,8192,1129,-4350,-12114,-41140,-44875,670,7339,9301,23172,5,0,5827166000,-77,85,36.9,43417,30757,-4324,-11328,-4628,-19376,-50529,-68364,39.23,-13.24,-9.26,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
262,6515,穎崴,TWSE,半導體業,等待轉強,47,100,6055,6055,287.9,70.27,26.06,54.61,230.87,19.54,138.01,37.36,0.73,31,-71,-146,-158,-169,-189,-177,37,-44,-195,-367,-320,-757,-556,-796,0,5,-4583635000,1,1,20.48,218,262,35,-43,353,708,356,446,30.02,-24.17,-22.02,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
263,2302,麗正,TWSE,半導體業,觀察,47,72,40.3,40.3,45.71,22.13,7.43,33.36,146.92,0.25,56.58,4.16,0.78,1,39,39,39,39,39,0,592,136,-3521,-1606,39,39,39,39,1,0,1571700,44,2,1.18,-1249,-809,-2609,-2627,523,53,-3563,-1679,,,,
264,4441,振大環球,TWSE,紡織纖維,等待轉強,46.9,100,174,174,-3.51,10.64,17.54,28.19,286.75,4.81,12.66,1.87,5.98,1,0,0,0,0,0,0,-53,47,47,-182,0,0,0,0,0,0,0,3,3,1.36,59,101,122,-14,-56,44,44,-111,27.93,-7.38,-8.42,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
265,2329,華泰,TWSE,半導體業,等待轉強,46.7,100,45.15,45.15,3.62,10.66,5.61,49.35,135.61,0.33,22.15,2.82,2.04,4,316,316,316,316,322,0,-2626,-8127,-13212,-15471,316,316,316,322,1,0,14267400,-902,-1205,9.52,-1475,-2678,-5166,-2532,-2586,-7541,-12323,-13963,33.29,-12.97,-12.16,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
266,2049,上銀,TWSE,電機機械,等待轉強,46.5,100,306,306,31.62,18.05,9.88,31.29,229.46,1.64,72.33,3.13,0.6,11,1,1,-26,-68,-553,-197,-727,426,1147,1109,55,26,-192,-675,3,2,7956000,-61,-246,36.49,328,1008,573,1268,-641,459,1587,1672,39.62,-8.07,-7.69,中期趨勢仍向下；ETF短中期同步減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
267,6271,同欣電,TWSE,半導體業,等待轉強,46.4,100,203,203,10.56,1.65,13.96,23.83,258.7,1.89,33.23,1.77,1.34,4,-61,-63,-63,151,1652,0,823,3305,-2945,2877,-368,-1293,-1055,3113,0,4,-262479000,-720,-1350,31.08,277,2762,-7456,-717,1451,5318,-541,127,38.33,-15.6,-19.44,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
268,1513,中興電,TWSE,電機機械,等待轉強,46.1,100,158.5,158.5,8.31,3.48,18.54,55.13,111.04,1.94,20.29,3.83,3.59,13,-972,-1417,-1439,-995,21860,-138,-558,454,1874,4651,-984,-1682,-1450,21254,0,5,-266597000,816,1200,9.89,-113,3178,3914,-13365,611,1321,2127,-16608,36.38,-7.1,-5.93,中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
269,2485,兆赫,TWSE,通信網路業,等待轉強,46.1,100,43.4,43.4,80.93,82.02,9.39,19.84,327.9,0.41,1182.5,2.85,,1,-144,-155,-155,-162,-187,0,1892,4692,6823,7701,-144,-155,-162,-187,0,2,-6727000,591,404,2.84,-1306,-137,3501,4748,2095,4256,6581,8419,27.59,-17.54,-13.03,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
270,1722,台肥,TWSE,化學工業,等待轉強,45.9,100,47.1,47.1,-10.47,6.42,-1.3,34.15,398.51,0.19,45.96,0.85,4.18,4,13,13,11,5,-15,0,19,505,3233,4729,13,3,-8,-27,1,4,141300,10,-7,8.71,-256,-136,1807,3848,17,491,3246,4784,44.91,-1.35,-0.95,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
271,3563,牧德,TWSE,光電業,等待轉強,45.9,100,631,631,15.62,8.47,38.68,29.36,306.97,4.61,44.76,8.6,2,4,-23,-25,-25,147,212,0,-21,146,-60,-425,-23,-25,221,300,0,2,-15775000,-104,-198,7.21,100,279,420,55,86,274,-83,-716,36.23,-11.95,-12.48,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
272,6282,康舒,TWSE,電子零組件業,等待轉強,45.9,100,48.8,48.8,28.28,24.91,2.93,56.18,135.55,0.27,106,2.02,1.51,4,0,0,500,3084,3508,0,-2858,-21182,-22886,-48097,0,500,3084,3508,2,0,24400000,311,-706,13.29,-10967,-23110,-18981,-41691,-1887,-21996,-25267,-49897,36.24,-13.68,-15.28,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
273,3014,聯陽,TWSE,半導體業,等待轉強,45.7,100,125,125,-1.12,-2.09,28.74,37.14,205.88,2.85,14.22,3.52,6.46,11,8,189,783,1217,3620,-34,-194,-1253,-3377,-665,8,603,1035,3618,4,1,75375000,-221,-182,19.61,-478,-800,-4577,-4211,-196,-1634,-4228,-4220,28.12,-14.07,-10.39,累計營收負成長且當月改善不足；中期趨勢仍向下；主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
274,3443,創意,TWSE,半導體業,等待轉強,45.5,100,3835,3835,103.72,93.05,15.93,58.49,158.41,12.28,125.9,38.45,0.48,41,79,96,-53,211,2325,-102,208,-2,-850,-508,83,-603,-458,2251,2,3,-2312505000,-29,-146,26.21,6,101,-148,-2945,136,629,-245,-2405,36.8,-13.59,-11.64,中期趨勢仍向下；20日累積後5日轉為調節；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
275,6166,凌華,TWSE,電腦及週邊設備業,等待轉強,45.4,100,119.5,119.5,25.89,41.08,12.12,60.93,142.12,1.57,35.46,4.82,0.94,1,0,0,0,0,0,0,413,512,439,804,0,0,0,0,0,0,0,-19,-23,21.43,196,110,626,112,396,528,460,837,37.88,-9.93,-11.15,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
276,6415,矽力*-KY,TWSE,半導體業,等待轉強,45.4,100,435,435,37.77,25.54,8.03,16.19,578.28,1.98,63.58,4.82,0.54,15,-198,-209,-167,-161,324,-14,205,-103,-749,314,-43,-2187,-2308,-1090,2,3,-951345000,-47,-97,80.07,735,1286,1162,-1183,260,2131,1656,1492,33.58,-19.47,-16.83,中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
277,8996,高力,TWSE,電機機械,等待轉強,45.3,100,1015,1015,37.56,128.96,20.71,47.81,160.65,6.54,80.24,22.53,0.41,17,27,23,30,-543,-1783,11,-271,-251,-613,119,29,-116,-883,-1675,3,2,-117740000,107,28,37.94,204,-10,346,2469,-375,-243,242,1842,33.18,-20.3,-17.48,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
278,6442,光聖,TWSE,通信網路業,等待轉強,45.2,100,1300,1300,1.65,27.4,26.4,53.24,215.86,7.82,50.92,14.92,0.83,10,4,11,38,140,-375,33,-240,565,654,-902,4,-136,-101,-907,2,2,-176800000,-93,-122,33.96,-186,1043,2349,1489,-241,794,876,172,32.36,-17.07,-12.16,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
279,2455,全新,TWSE,通信網路業,等待轉強,45.2,98.6,282,282,23.55,27.65,23.63,32.02,359.31,1.06,98.74,15.78,0.84,14,54,25,52,-18,351,-1,914,2727,-1316,-993,47,-97,430,1018,2,3,-27354000,-786,-2210,27.33,533,1423,-392,-167,861,3611,464,-583,33.08,-16.84,-14.67,中期趨勢仍向下；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
280,1301,台塑,TWSE,塑膠工業,等待轉強,45.1,100,62.8,62.8,-2.69,-3.62,-3.1,34.25,182.85,0.51,,1.07,0.76,6,5,-6,-6,-2,-107359,-1,-9595,52147,-2157,124915,5,-26,-47,-107517,1,3,-1632800,2459,376,34.03,5664,40960,37605,231648,-7856,49712,-2484,229689,60.65,8.26,14.6,累計營收負成長且當月改善不足；ETF短中期同步減碼；主動ETF 5日轉為減碼；高波動且5日漲幅過大
281,2002,中鋼,TWSE,鋼鐵工業,等待轉強,45.1,100,18.65,18.65,9.61,-0.16,-0.78,50.93,117.78,-0.16,,0.97,0.8,8,14,-13,-12,-132,-286463,0,22620,34539,26332,14853,14,-85,-356,-286964,2,3,-1585250,-360,-415,13.34,9304,2835,-46570,189417,22834,34983,27101,301760,46.68,-0.57,0.54,累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
282,2838,聯邦銀,TWSE,金融保險業,等待轉強,44.9,100,20.5,20.5,-2.49,25.18,,91.93,,0.35,14.82,1.13,5.07,3,-79,26,28,28,98,0,2,-5715,-6104,-5993,-79,-151,-164,-91,0,4,-3095500,-105,-22,4.25,-1094,-5611,-4892,-6436,64,-5459,-5918,-5719,34.76,-8.31,-13.87,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
283,3714,富采,TWSE,光電業,等待轉強,44.9,100,52.5,52.5,18.97,1.73,-5.84,18.47,365.22,-0.2,,1.02,1.56,2,0,0,0,0,0,0,2337,1203,2951,8982,0,0,0,0,0,0,0,-217,5,11.31,-3790,158,5436,7572,2557,1420,2947,9348,31.84,-15.45,-17.58,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
284,2439,美律,TWSE,通信網路業,等待轉強,44.5,100,82.1,82.1,0.15,11.89,1.88,55.01,162.61,1.03,17.44,1.28,4.66,6,-5,-7,-7,-185,-2974,0,-929,-3319,-3854,-7236,-5,-7,-185,-2974,0,2,-574700,-391,-375,11.2,-133,-1563,-1703,-1830,-793,-2921,-3293,-3799,27.64,-7.06,-7.65,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
285,6202,盛群,TWSE,半導體業,等待轉強,44.5,100,57.7,57.7,30.93,11.58,6.69,25.14,428.08,0.3,97.12,3.66,1.06,3,3,-22,-22,-17,74,0,-477,-6901,874,4246,3,-22,-17,74,1,1,-1269400,-84,-225,15.28,-5283,1150,1886,2540,-440,-6796,1115,4019,41.81,-12.26,-21.28,ETF短中期同步減碼；20日累積後5日轉為調節；當下除權息調整價未守20日EMA
286,8454,富邦媒,TWSE,數位雲端,等待轉強,44.5,100,254,254,6.5,2.38,2.97,61.1,75.03,2.43,25.52,6.85,3.74,7,-122,-127,-115,-251,-1391,0,130,215,332,-889,-121,-117,-255,-1395,1,4,-29718000,-21,-21,11.52,-47,215,-163,437,251,353,606,580,39.32,-10.13,-5.22,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
287,2353,宏碁,TWSE,電腦及週邊設備業,等待轉強,44.5,97.2,29.6,29.6,-3.02,23.35,1.11,64.82,129.54,0.23,23.3,1.27,4.23,16,-4118,-3159,-3678,-29384,-68714,0,-1522,10978,33520,39075,-4197,-5244,-32634,-72433,1,4,-155222400,2912,4617,12.42,11294,20486,56303,106431,1721,13310,61536,107957,36.02,-8.37,-8.92,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
288,2548,華固,TWSE,建材營造,等待轉強,44.4,100,101,101,-88.82,181.43,20.69,61.16,207.99,2.28,8.03,1.6,8.25,1,-94,-97,-96,-95,-1411,0,350,-356,-1658,-5468,-94,-98,-97,-1606,0,2,-9898000,-292,-394,16.31,701,-503,-1645,-1063,502,33,-1168,-2258,41.92,-1.63,0,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
289,2201,裕隆,TWSE,汽車工業,等待轉強,44.2,100,28.8,28.8,-8.06,-3.62,9.01,74.03,100.51,0.35,34,0.48,1.94,3,-529,-540,-540,-542,-619,0,1733,3624,8988,6967,-529,-548,-554,-630,0,4,-15782400,243,234,4.83,1398,828,6060,3314,2340,3928,9307,7364,57.41,2.21,1.23,累計營收負成長且當月改善不足；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超
290,1560,中砂,TWSE,電機機械,等待轉強,44.1,100,656,656,16.39,23.02,19.38,38.56,179.04,2.94,71.79,13.16,0.68,6,3,-246,-240,-223,50,-314,-941,-585,-1360,964,62,-426,-487,203,3,2,-279456000,-75,-164,39.82,372,828,258,2251,-940,-84,-709,964,42.72,-7.51,-7.48,ETF短中期同步減碼；20日累積後5日轉為調節；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
291,6278,台表科,TWSE,光電業,等待轉強,44.1,100,164.5,164.5,9.24,3.13,5.77,58.08,140.83,2.17,20.26,2.31,3.13,8,0,-94,-83,4127,2343,12,148,-4346,-10849,-13083,-33,-3137,1002,-747,0,5,-516036500,-699,-1137,15.48,89,-1545,-11591,-11625,274,-509,-10714,-11550,34.48,-14.4,-17.54,中期趨勢仍向下；20日累積後5日轉為調節；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
292,3042,晶技,TWSE,電子零組件業,等待轉強,44,100,168.5,168.5,19.98,7.73,15.08,32.91,231.24,1.32,35.59,4.19,2.57,10,93,-15,-15,297,-5674,-211,4092,67,-14506,-15878,93,-15,2213,-6927,1,2,-2527500,-2486,-4690,16.94,-3884,-1949,-10044,-3085,4338,2567,-12030,-4125,38.49,-15.09,-15.75,中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
293,2385,群光,TWSE,電子零組件業,等待轉強,43.9,100,102.5,102.5,-5.48,-5.27,7.55,54.77,137,2,11.91,1.86,6.82,27,-2015,-2660,-2598,-5525,-16237,-336,-309,1356,6671,-6898,-2035,-2996,-6348,-18065,1,4,-307090000,506,778,20.5,1928,3224,9337,10607,1430,3845,12241,10587,31.42,-6.27,-4.21,累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
294,1319,東陽,TWSE,汽車工業,等待轉強,43.5,100,73.6,73.6,3.04,-14.34,15.76,22.37,232.66,1.62,13.57,1.53,6.61,9,-190,-534,-534,-545,-28325,-545,-471,-1642,-706,-13781,-190,-534,-547,-28830,1,3,-39302400,475,702,9.04,-118,-483,-2942,14743,-208,-1582,-860,16128,34.36,-7,-2.9,累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
295,1102,亞泥,TWSE,水泥工業,等待轉強,43.4,100,33.25,33.25,-2.21,-7.24,7.99,39.06,129.35,0.56,11.07,0.66,6.97,18,-1568,-1228,-145,2705,-100094,-3352,12267,-34103,-61805,-102505,-1654,-1853,-844,-104166,3,2,-61612250,-6635,-5518,11.45,5859,-49810,-69240,-22724,13589,-25615,-55443,-436,36.18,-4.91,-6.86,累計營收負成長且當月改善不足；中期趨勢仍向下；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
296,6789,采鈺,TWSE,半導體業,等待轉強,43.4,100,473.5,473.5,15.55,9.04,22.83,15.27,482.54,1.5,113.12,8.85,0.57,8,-158,-162,-156,-156,-149,0,-683,-169,373,635,-158,-158,-367,-382,2,3,-74813000,-30,-17,3.86,88,247,740,1031,-448,20,758,936,42.17,-7.86,-8.06,ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
297,6472,保瑞,TWSE,生技醫療業,等待轉強,43.3,100,396,396,39.22,-1.14,10.18,63.32,138.18,0.21,32.92,3.63,2.41,2,-2,-4,-4,-4,-22,0,71,-31,-659,242,-2,-4,-5,-22,0,2,-1584000,-117,-25,10.79,-532,108,-501,-176,156,89,-631,296,43.15,-4.95,-7.04,ETF短中期同步減碼；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
298,2371,大同,TWSE,電機機械,等待轉強,43,96.1,26.05,26.05,16.64,4.03,3.77,62.06,193.93,-0.05,,1.2,,4,-1066,-1081,-1007,-769,-102,-1283,-6860,-3338,3521,-4597,-1066,-1006,-768,-102,2,2,-26206300,34,57,6.38,-1134,1733,6586,-6111,-5637,-2367,4231,-3774,36.61,-5.37,-5.96,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
299,1717,長興,TWSE,化學工業,等待轉強,42.9,100,64.5,64.5,16.21,8.32,5.22,52.21,169.15,0.37,47.84,2.88,1.41,4,4,11,11,14,236,0,-8147,-16737,-748,5734,3,-2,242,1319,2,2,-129000,-1395,-328,11.35,733,-10814,14324,13700,-7470,-15340,-662,5473,37.37,-11.83,-12.6,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
300,5234,達興材料,TWSE,光電業,等待轉強,42.9,100,344,344,21.77,10.01,20.1,41.63,176.52,2.21,47.27,12.11,1.79,4,3,2,2,0,-2,0,-148,-502,-622,-908,3,2,-1,-66,1,1,688000,-75,-35,9.31,-223,-329,-599,-630,-142,-429,-586,-804,32.55,-9.6,-9.59,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
301,1605,華新,TWSE,電器電纜,等待轉強,42.8,100,32.6,32.6,29.34,-0.44,1.33,43.02,149.83,0.81,25.36,0.94,1.44,6,13,13,16,-31,-256,0,-8190,-9996,-25498,-64779,13,-9,-69,-291,1,3,-293400,-258,-2043,15.26,-2024,-163,-17384,-48321,-7517,-9730,-23389,-60281,38.95,-7.92,-5.23,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
302,1514,亞力,TWSE,電機機械,等待轉強,42.7,100,102.5,102.5,39.69,16.03,8.36,50.13,195.66,0.73,31.05,4.41,2.07,2,0,0,0,-1,-2,0,456,-4331,-2806,-682,0,-1,-3,-4,0,1,-102500,-184,-207,14.03,-213,-2805,-2739,-370,500,-4147,-2595,-514,31.43,-12.8,-16.33,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
303,3059,華晶科,TWSE,光電業,等待轉強,42.7,100,41.55,41.55,3.02,7.47,4.96,37.56,187.36,0.26,35.98,1.36,2.26,2,0,0,0,-1,-3,0,10,1225,2594,-4028,0,0,-1,-3,0,0,0,-593,-810,7.42,-230,1099,4228,-1041,178,1818,3405,-2453,34.22,-10.48,-10.65,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
304,2891,中信金,TWSE,金融保險業,等待轉強,42.4,100,62.1,62.1,-17.9,97.76,,93.83,,1.18,15.18,2.25,3.97,39,-6041,-10240,-4326,26078,21347,-4715,23397,77534,62077,50927,-7091,-16295,6910,-4766,2,3,-1011919500,-3131,2766,34.48,13907,21303,-33688,-15642,21940,96960,52405,41493,34.37,-7.61,-11.16,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
305,3450,聯鈞,TWSE,半導體業,等待轉強,42.3,100,432,432,88.18,9.91,12.75,43,192,0.69,142.86,13.41,0.21,2,0,0,0,0,0,0,-822,-2651,-2459,-1914,140,140,139,485,2,1,60480000,-55,-238,16.63,458,-1357,-1196,-1419,-929,-2736,-2360,-1882,38.53,-13.38,-13.94,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
